问卷编号,A1_性别,A2_年龄段,A3_学历,A4_职业,A5_月收入,A6_所在城市级别,B1_最常用平台,B2_每日使用时长,B3_主要登录时间段,F1_Q1_每天使用时间很长,F1_Q2_难以减少使用时间,F1_Q3_随时随地查看社媒,F1_Q4_不用感到焦虑不适,F1_Q5_占据大量空闲时间,F1_Q6_优先浏览再做其他事,F2_Q1_经常点赞收藏,F2_Q2_主动评论发表看法,F2_Q3_经常分享优质内容,F2_Q4_关注追踪创作者,F2_Q5_发布原创内容,F2_Q6_参与活动话题讨论,F3_Q1_推荐内容符合兴趣,F3_Q2_推荐多样性满意,F3_Q3_精准捕捉兴趣变化,F3_Q4_对推荐算法整体满意,F3_Q5_极少推荐不感兴趣内容,F3_Q6_发现新优质内容,F4_Q1_担心过度收集数据,F4_Q2_主动调整隐私权限,F4_Q3_平台数据使用不透明,F4_Q4_担心精准广告推送,F4_Q5_了解隐私法律法规,F4_Q6_因隐私顾虑减少使用,F5_Q1_内容质量整体满意,F5_Q2_有效过滤低质内容,F5_Q3_内容原创性创新性高,F5_Q4_内容信息真实性有保障,F5_Q5_内容深度价值感满意,F5_Q6_比其他平台内容质量更优,C1_信息茧房感知,C2_平台总体满意度
Q1028,男,33-37岁,大专,政府/事业单位,无收入,新一线城市,微信视频号,4小时以上,上午(9-12点),3,2,5,5,5,4,3,4,3,3,3,4,3,3,2,1,3,4,3,3,4,3,3,1,2,1,1,2,2,1,总是感觉,非常不满意
Q1029,女,18-22岁,本科,自由职业者,3000-6000元,四线及以下城市,抖音,2-3小时,早晨(6-9点),4,3,3,3,3,3,4,5,4,5,4,5,5,3,4,4,3,4,2,3,1,2,2,2,2,3,4,3,3,5,从不感觉,非常满意
Q1030,女,18-22岁,硕士,其他,无收入,四线及以下城市,小红书,3-4小时,傍晚(18-20点),4,5,5,4,3,3,3,4,1,2,2,3,4,3,4,4,2,3,4,4,4,4,5,4,3,3,3,2,4,3,总是感觉,一般
Q1031,女,28-32岁,高中及以下,学生,10000-20000元,二线城市,抖音,3-4小时,晚上(20-23点),3,3,3,3,4,4,2,2,3,3,4,3,3,3,2,4,3,4,3,1,2,2,1,4,4,4,3,4,4,3,经常感觉,满意
Q1032,男,18-22岁,硕士,学生,6000-10000元,二线城市,知乎,1-2小时,傍晚(18-20点),3,1,1,3,2,2,1,2,2,1,1,2,2,2,2,2,2,1,5,3,4,4,4,3,1,3,3,2,1,2,很少感觉,非常不满意
Q1033,女,33-37岁,高中及以下,企业职员,3000-6000元,一线城市,抖音,30分钟以内,中午(12-14点),1,2,2,3,1,2,3,2,3,2,2,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,4,4,从不感觉,一般
Q1034,男,23-27岁,本科,自由职业者,20000元以上,三线城市,抖音,30分钟以内,早晨(6-9点),3,3,1,3,1,1,3,3,3,2,3,2,1,2,3,2,2,2,5,2,3,2,3,3,2,1,3,3,3,1,很少感觉,不满意
Q1035,男,23-27岁,大专,自由职业者,6000-10000元,二线城市,小红书,30分钟以内,下午(14-18点),2,1,1,2,2,1,2,2,4,2,1,2,2,2,2,1,3,1,3,5,2,3,3,5,3,2,3,3,3,1,偶尔感觉,不满意
Q1036,女,18-22岁,本科,企业职员,6000-10000元,二线城市,抖音,30分钟以内,晚上(20-23点),3,4,1,1,2,2,2,4,1,2,2,2,2,3,2,2,3,2,4,3,5,5,4,4,5,2,4,3,4,3,从不感觉,一般
Q1037,男,18-22岁,大专,企业职员,3000-6000元,二线城市,抖音,1-2小时,下午(14-18点),3,2,3,3,4,4,4,4,5,4,5,5,5,4,4,4,4,5,5,2,3,3,5,3,3,3,4,3,4,3,从不感觉,非常满意
Q1038,女,28-32岁,大专,政府/事业单位,6000-10000元,新一线城市,快手,2-3小时,傍晚(18-20点),3,4,3,2,3,3,3,5,3,3,5,1,5,5,4,4,5,3,1,2,3,1,2,3,5,5,5,5,5,4,从不感觉,非常满意
Q1039,女,33-37岁,大专,企业职员,20000元以上,四线及以下城市,微信,1-2小时,上午(9-12点),4,4,3,4,3,3,5,4,3,4,5,4,3,3,3,3,5,4,2,2,5,3,5,5,3,3,4,2,5,4,偶尔感觉,满意
Q1040,女,38-42岁,本科,企业职员,6000-10000元,三线城市,抖音,1-2小时,早晨(6-9点),3,2,4,1,3,4,3,3,4,3,2,4,4,4,4,5,5,3,2,1,1,2,1,1,4,3,3,3,5,1,从不感觉,非常满意
Q1041,男,18-22岁,硕士,政府/事业单位,无收入,一线城市,B站,1-2小时,晚上(20-23点),3,3,3,4,2,2,3,4,3,4,3,3,3,1,5,2,3,2,3,2,2,3,2,2,3,2,2,4,3,3,偶尔感觉,一般
Q1042,男,43-47岁,大专,企业职员,3000-6000元,一线城市,微信,30-60分钟,中午(12-14点),2,3,2,4,2,3,3,3,3,4,1,1,1,1,1,1,1,1,5,4,4,5,3,5,2,2,2,1,3,1,总是感觉,非常不满意
Q1043,女,33-37岁,博士,学生,6000-10000元,三线城市,微博,4小时以上,下午(14-18点),4,4,4,4,3,3,1,1,2,1,1,2,3,2,2,2,3,3,1,3,3,2,3,1,4,3,3,3,3,4,经常感觉,一般
Q1044,女,28-32岁,本科,个体经营者,3000-6000元,二线城市,微信,1-2小时,深夜(23点以后),2,4,4,2,4,3,3,4,2,2,3,4,4,3,3,5,4,5,5,4,5,5,4,3,4,4,3,3,4,4,从不感觉,非常满意
Q1045,男,28-32岁,大专,企业职员,20000元以上,二线城市,抖音,2-3小时,傍晚(18-20点),3,3,2,3,2,3,2,3,3,4,1,5,3,3,4,3,3,4,4,5,3,4,4,2,2,2,2,1,4,1,总是感觉,一般
Q1046,女,38-42岁,本科,政府/事业单位,10000-20000元,三线城市,快手,30-60分钟,晚上(20-23点),3,2,2,1,2,3,2,3,4,2,3,3,1,2,1,1,1,1,4,4,3,2,2,2,1,1,1,1,1,1,偶尔感觉,非常不满意
Q1047,女,18-22岁,高中及以下,教师/科研,10000-20000元,二线城市,抖音,30-60分钟,晚上(20-23点),3,3,2,3,1,2,1,1,1,2,1,1,2,2,2,4,2,3,4,4,5,3,4,4,2,3,3,2,3,1,偶尔感觉,一般
Q1048,女,43-47岁,本科,企业职员,6000-10000元,新一线城市,小红书,3-4小时,下午(14-18点),5,4,5,4,3,4,2,3,1,2,1,3,5,5,3,5,4,4,4,3,3,2,3,2,4,4,2,3,3,3,从不感觉,非常满意
Q1049,女,48岁以上,硕士,学生,6000-10000元,一线城市,B站,3-4小时,早晨(6-9点),5,4,5,3,4,2,5,4,3,3,3,3,5,4,5,4,5,5,5,4,5,4,4,3,5,5,4,4,4,4,从不感觉,非常满意
Q1050,男,23-27岁,本科,学生,3000元以下,二线城市,微信,2-3小时,下午(14-18点),3,5,2,4,3,5,3,4,3,3,3,4,2,3,3,1,2,3,2,1,2,1,2,1,1,3,1,2,2,2,总是感觉,不满意
Q1051,男,23-27岁,本科,学生,3000-6000元,新一线城市,知乎,2-3小时,上午(9-12点),3,1,3,3,4,4,1,3,2,2,2,2,1,3,2,2,2,3,5,4,3,4,4,4,3,3,3,5,3,3,总是感觉,一般
Q1052,女,18-22岁,本科,政府/事业单位,3000-6000元,新一线城市,抖音,30-60分钟,下午(14-18点),1,3,1,1,2,3,2,1,2,3,2,3,3,4,3,2,3,3,5,5,3,3,4,5,3,4,2,1,2,2,很少感觉,一般
Q1053,男,38-42岁,本科,自由职业者,3000-6000元,二线城市,B站,1-2小时,中午(12-14点),2,4,5,3,3,4,2,3,3,2,3,2,4,2,2,2,2,3,5,5,4,3,4,2,4,4,3,5,3,4,偶尔感觉,一般
Q1054,男,18-22岁,本科,政府/事业单位,3000-6000元,二线城市,抖音,3-4小时,下午(14-18点),4,5,5,5,4,4,4,5,5,4,4,4,5,4,4,5,3,4,5,3,3,4,3,3,1,3,2,3,4,3,很少感觉,非常满意
Q1055,男,38-42岁,本科,学生,3000-6000元,四线及以下城市,微博,2-3小时,傍晚(18-20点),3,4,3,4,2,3,5,3,3,4,3,2,3,4,3,5,4,3,3,1,2,4,3,1,3,2,3,3,5,3,从不感觉,非常满意
Q1056,男,18-22岁,本科,企业职员,3000-6000元,新一线城市,小红书,1-2小时,中午(12-14点),3,3,3,3,3,2,4,4,1,4,3,5,2,1,2,3,4,3,4,4,2,1,2,2,3,3,3,2,3,3,很少感觉,一般
Q1057,女,33-37岁,本科,学生,3000-6000元,三线城市,微信,30分钟以内,深夜(23点以后),1,1,2,1,3,2,3,3,3,4,4,3,3,3,3,4,4,3,5,3,3,5,4,4,1,3,3,2,2,3,从不感觉,满意
Q1058,男,23-27岁,本科,政府/事业单位,无收入,一线城市,微信,2-3小时,早晨(6-9点),2,3,3,3,3,3,5,3,4,3,4,2,1,2,3,3,2,2,2,1,3,1,2,2,3,4,2,4,2,3,经常感觉,一般
Q1059,男,28-32岁,本科,政府/事业单位,3000-6000元,四线及以下城市,微博,2-3小时,上午(9-12点),3,3,5,2,4,5,2,5,2,3,4,4,4,4,4,3,5,5,4,3,4,3,2,3,3,4,5,3,4,3,偶尔感觉,非常满意
Q1060,女,23-27岁,本科,企业职员,6000-10000元,一线城市,B站,30-60分钟,中午(12-14点),2,2,3,2,4,2,5,5,4,1,3,4,3,2,2,3,3,2,3,5,4,4,4,3,1,2,3,3,2,2,很少感觉,满意
Q1061,女,28-32岁,本科,企业职员,10000-20000元,新一线城市,微信,1-2小时,下午(14-18点),5,2,3,3,3,2,3,1,4,3,2,3,3,5,3,3,3,4,3,4,3,3,3,4,5,3,5,5,5,3,很少感觉,非常满意
Q1062,女,33-37岁,硕士,教师/科研,10000-20000元,四线及以下城市,B站,1-2小时,晚上(20-23点),3,1,1,3,3,2,3,3,3,4,3,1,4,4,4,3,4,4,4,3,3,1,3,4,5,5,4,3,4,3,很少感觉,非常满意
Q1063,女,33-37岁,硕士,学生,6000-10000元,新一线城市,快手,1-2小时,下午(14-18点),1,2,3,4,2,4,1,3,2,3,1,1,4,3,4,5,4,4,3,3,4,2,2,3,4,5,5,5,3,3,很少感觉,非常满意
Q1064,男,33-37岁,本科,个体经营者,20000元以上,二线城市,微博,2-3小时,下午(14-18点),2,3,3,3,3,2,4,3,3,3,5,3,3,3,3,3,3,3,3,2,5,5,5,5,4,4,4,3,4,5,很少感觉,满意
Q1065,女,23-27岁,大专,政府/事业单位,3000-6000元,三线城市,小红书,1-2小时,傍晚(18-20点),1,3,3,1,2,1,2,2,2,2,2,2,3,4,4,5,4,3,4,3,4,1,3,3,3,4,5,4,3,2,从不感觉,满意
Q1066,女,28-32岁,本科,学生,6000-10000元,二线城市,抖音,30-60分钟,深夜(23点以后),3,3,3,3,3,3,3,2,3,2,3,2,2,2,1,3,3,3,5,3,4,3,5,3,1,2,3,2,3,3,经常感觉,非常不满意
Q1067,男,33-37岁,本科,自由职业者,3000-6000元,三线城市,微博,30-60分钟,中午(12-14点),1,2,1,2,3,2,4,2,5,4,5,4,3,3,3,3,2,2,3,3,3,2,1,4,2,3,3,5,4,3,偶尔感觉,一般
Q1068,男,28-32岁,本科,其他,6000-10000元,四线及以下城市,抖音,1-2小时,深夜(23点以后),3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,1,1,1,4,3,3,4,3,4,1,1,1,1,1,1,总是感觉,非常不满意
Q1069,女,38-42岁,本科,政府/事业单位,20000元以上,二线城市,小红书,30-60分钟,深夜(23点以后),1,2,2,4,3,3,3,3,3,3,3,4,3,3,3,2,1,2,2,3,2,4,5,3,1,3,2,2,2,2,偶尔感觉,不满意
Q1070,女,18-22岁,本科,学生,10000-20000元,新一线城市,微信,3-4小时,早晨(6-9点),3,4,4,4,4,3,4,4,3,4,4,5,4,5,5,5,5,5,2,3,3,3,3,4,5,5,5,5,5,5,从不感觉,非常满意
Q1071,女,38-42岁,本科,教师/科研,6000-10000元,一线城市,抖音,30分钟以内,晚上(20-23点),3,2,1,2,3,2,1,2,1,3,2,2,1,1,1,3,1,2,3,3,4,3,5,3,2,3,2,1,3,3,经常感觉,不满意
Q1072,男,33-37岁,本科,企业职员,3000元以下,二线城市,抖音,30-60分钟,深夜(23点以后),1,3,4,3,2,2,1,2,3,3,2,3,5,3,4,4,5,3,1,4,1,3,3,1,4,4,3,4,3,4,偶尔感觉,满意
Q1073,女,33-37岁,大专,政府/事业单位,无收入,新一线城市,抖音,1-2小时,晚上(20-23点),4,3,4,3,3,3,5,5,5,4,5,3,3,3,2,5,2,3,3,4,3,3,2,2,5,2,4,3,4,3,很少感觉,满意
Q1074,女,23-27岁,本科,学生,无收入,二线城市,抖音,1-2小时,晚上(20-23点),3,3,1,1,3,2,3,1,1,2,3,3,3,3,2,2,4,5,2,2,3,3,1,2,2,3,2,3,2,3,很少感觉,满意
Q1075,男,23-27岁,本科,学生,10000-20000元,二线城市,微信,1-2小时,晚上(20-23点),2,3,3,4,1,1,4,3,3,3,2,5,3,4,3,2,2,2,1,1,2,3,1,1,2,2,1,1,1,3,很少感觉,不满意
Q1076,女,18-22岁,本科,自由职业者,6000-10000元,一线城市,小红书,30分钟以内,下午(14-18点),2,1,1,1,1,1,1,3,2,3,1,3,2,1,1,2,2,1,2,2,3,4,4,3,1,2,2,1,2,2,偶尔感觉,非常不满意
Q1077,男,38-42岁,硕士,自由职业者,3000-6000元,三线城市,抖音,30分钟以内,晚上(20-23点),1,1,2,4,1,3,3,3,3,3,4,2,5,3,3,4,3,3,3,2,3,3,2,5,3,4,2,2,2,3,从不感觉,满意
Q1078,女,28-32岁,硕士,企业职员,10000-20000元,二线城市,小红书,2-3小时,下午(14-18点),4,3,4,5,4,3,5,3,4,5,2,4,4,3,4,4,3,3,2,4,4,1,2,3,2,3,3,4,5,4,偶尔感觉,非常满意
Q1079,女,28-32岁,高中及以下,个体经营者,6000-10000元,一线城市,微博,2-3小时,早晨(6-9点),5,3,3,3,2,2,3,5,2,3,3,1,3,3,2,4,3,3,1,5,3,4,3,4,1,1,2,3,2,1,总是感觉,一般
Q1080,女,28-32岁,硕士,学生,3000-6000元,二线城市,小红书,1-2小时,深夜(23点以后),2,2,2,1,3,1,4,2,2,1,2,2,2,1,3,2,2,3,4,3,4,5,4,4,2,3,2,3,3,3,总是感觉,一般
Q1081,女,43-47岁,大专,学生,3000元以下,一线城市,抖音,1-2小时,晚上(20-23点),3,4,3,3,2,3,3,4,3,3,3,3,4,3,3,3,5,3,1,2,1,2,1,2,4,3,4,5,5,5,从不感觉,满意
Q1082,女,23-27岁,本科,企业职员,无收入,新一线城市,抖音,1-2小时,中午(12-14点),3,3,3,3,5,3,2,4,3,3,3,5,3,5,2,3,3,2,4,3,3,4,3,2,3,3,1,2,2,4,经常感觉,不满意
Q1083,女,23-27岁,高中及以下,教师/科研,20000元以上,一线城市,小红书,1-2小时,下午(14-18点),3,3,3,2,4,4,3,1,1,1,3,1,1,2,4,3,1,1,3,4,3,4,3,2,1,1,1,1,1,1,总是感觉,非常不满意
Q1084,女,28-32岁,本科,自由职业者,6000-10000元,一线城市,抖音,1-2小时,深夜(23点以后),3,2,1,4,4,5,1,2,3,2,2,3,3,2,3,3,3,3,3,2,3,1,2,3,4,3,4,3,5,4,偶尔感觉,满意
Q1085,女,28-32岁,硕士,企业职员,20000元以上,一线城市,微信,30-60分钟,傍晚(18-20点),1,2,1,3,1,3,3,4,4,2,1,3,3,2,3,3,5,2,2,2,3,1,1,2,3,2,3,4,3,1,很少感觉,一般
Q1086,女,28-32岁,硕士,教师/科研,6000-10000元,三线城市,微信,4小时以上,傍晚(18-20点),4,4,5,5,5,4,4,5,4,2,4,3,5,5,5,4,3,4,2,1,3,1,1,2,4,5,5,4,3,4,偶尔感觉,非常满意
Q1087,男,28-32岁,大专,学生,10000-20000元,二线城市,小红书,30分钟以内,晚上(20-23点),2,3,2,2,2,1,2,3,1,3,1,2,5,5,4,4,4,3,5,5,5,5,4,5,3,3,3,2,3,1,从不感觉,满意
Q1088,女,28-32岁,本科,学生,3000-6000元,三线城市,微信,30分钟以内,晚上(20-23点),2,1,3,1,2,2,1,3,1,1,2,3,2,3,2,3,3,3,4,4,4,4,3,5,2,3,1,2,3,2,偶尔感觉,非常不满意
Q1089,女,28-32岁,硕士,企业职员,3000元以下,三线城市,微信视频号,30分钟以内,傍晚(18-20点),1,2,3,3,2,3,1,3,2,2,3,2,3,3,4,4,4,3,3,2,2,4,4,2,5,4,4,4,4,3,从不感觉,满意
Q1090,男,23-27岁,本科,教师/科研,20000元以上,三线城市,知乎,1-2小时,晚上(20-23点),3,1,4,2,3,3,2,3,2,5,3,4,3,2,4,3,1,2,5,5,5,3,4,3,4,4,4,5,3,5,偶尔感觉,满意
Q1091,女,28-32岁,高中及以下,企业职员,10000-20000元,新一线城市,小红书,30分钟以内,中午(12-14点),2,1,1,2,1,4,4,3,3,4,2,4,3,3,3,3,3,3,5,3,3,4,4,4,2,4,4,2,3,3,从不感觉,一般
Q1092,男,28-32岁,博士,学生,6000-10000元,新一线城市,抖音,30-60分钟,晚上(20-23点),1,3,2,2,3,2,1,3,2,2,2,1,3,3,2,3,3,4,4,3,2,3,3,2,2,1,3,3,1,2,很少感觉,一般
Q1093,男,28-32岁,硕士,学生,6000-10000元,新一线城市,知乎,1-2小时,晚上(20-23点),3,2,3,3,3,3,3,4,3,5,3,4,2,2,4,3,4,3,4,3,3,5,4,5,5,5,5,3,4,5,偶尔感觉,满意
Q1094,女,23-27岁,本科,个体经营者,3000-6000元,二线城市,快手,1-2小时,晚上(20-23点),2,3,3,2,3,2,3,4,4,3,3,3,2,3,1,1,3,1,3,4,4,3,3,3,2,1,3,1,1,1,偶尔感觉,不满意
Q1095,女,23-27岁,硕士,自由职业者,10000-20000元,新一线城市,知乎,30-60分钟,早晨(6-9点),3,2,3,1,2,3,4,3,3,3,3,3,2,2,3,1,1,2,3,2,4,1,3,3,3,3,4,3,4,4,经常感觉,不满意
Q1096,女,23-27岁,硕士,教师/科研,20000元以上,新一线城市,抖音,30-60分钟,上午(9-12点),2,2,2,1,2,3,2,1,2,2,3,1,3,2,3,2,1,1,2,2,2,2,3,3,1,5,3,4,1,3,偶尔感觉,不满意
Q1097,女,28-32岁,硕士,学生,3000元以下,三线城市,微信,1-2小时,下午(14-18点),2,3,2,3,3,3,2,2,3,5,5,3,4,3,5,4,2,3,3,3,4,3,3,3,3,4,4,3,4,4,偶尔感觉,一般
Q1098,男,33-37岁,本科,学生,无收入,二线城市,微信视频号,2-3小时,下午(14-18点),3,3,3,3,4,3,3,1,3,2,3,3,1,2,2,1,1,2,3,5,2,3,3,3,2,1,1,2,2,3,总是感觉,非常不满意
Q1099,女,28-32岁,本科,政府/事业单位,无收入,二线城市,B站,1-2小时,晚上(20-23点),2,2,3,3,3,3,3,2,3,1,2,3,3,4,3,3,1,4,4,3,4,3,3,3,1,3,3,3,2,2,很少感觉,一般
Q1100,女,33-37岁,本科,学生,6000-10000元,三线城市,抖音,30-60分钟,下午(14-18点),3,2,1,3,3,2,3,2,3,2,1,3,2,3,2,3,3,2,3,4,2,3,2,4,3,3,3,3,5,1,偶尔感觉,满意
Q1101,男,28-32岁,高中及以下,企业职员,3000-6000元,一线城市,小红书,2-3小时,下午(14-18点),3,4,3,4,3,5,4,2,3,2,3,5,4,3,4,2,3,3,1,2,2,2,2,3,5,4,3,5,5,5,经常感觉,非常满意
Q1102,女,18-22岁,大专,学生,无收入,四线及以下城市,小红书,30分钟以内,上午(9-12点),2,2,3,2,1,2,3,2,3,2,3,1,4,3,4,3,2,3,5,3,3,3,3,4,3,2,3,3,3,3,从不感觉,一般
Q1103,男,23-27岁,本科,企业职员,10000-20000元,二线城市,微信,3-4小时,晚上(20-23点),4,3,4,5,4,4,3,3,4,3,2,3,2,4,2,3,4,2,2,3,3,2,3,3,3,4,3,3,2,1,偶尔感觉,满意
Q1104,女,23-27岁,本科,政府/事业单位,10000-20000元,二线城市,B站,1-2小时,早晨(6-9点),3,2,4,3,3,4,3,2,3,2,2,1,3,4,3,3,3,2,3,4,2,2,2,3,5,3,4,4,4,4,偶尔感觉,一般
Q1105,女,33-37岁,硕士,学生,3000元以下,三线城市,小红书,30分钟以内,上午(9-12点),4,1,2,3,2,3,4,3,3,4,4,3,3,3,2,1,3,2,3,5,4,4,3,5,3,5,3,3,2,2,经常感觉,一般
Q1106,女,38-42岁,本科,教师/科研,3000-6000元,四线及以下城市,小红书,3-4小时,晚上(20-23点),4,3,5,4,4,4,3,3,5,3,3,3,2,4,4,4,4,4,3,3,3,3,4,5,3,4,4,4,3,3,偶尔感觉,非常满意
Q1107,女,23-27岁,本科,自由职业者,6000-10000元,一线城市,抖音,2-3小时,早晨(6-9点),4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,1,3,2,5,4,5,3,5,5,1,3,3,3,1,3,总是感觉,一般
Q1108,女,23-27岁,本科,学生,3000-6000元,二线城市,B站,2-3小时,中午(12-14点),3,3,3,4,3,3,5,3,4,4,5,4,3,3,4,3,5,4,3,3,5,2,3,4,2,2,2,3,3,2,从不感觉,满意
Q1109,男,28-32岁,本科,个体经营者,10000-20000元,三线城市,微信,1-2小时,上午(9-12点),2,1,3,2,3,5,4,4,3,5,1,3,3,4,4,5,3,4,1,2,3,2,2,1,3,4,3,3,3,4,很少感觉,满意
Q1110,女,18-22岁,大专,学生,3000-6000元,三线城市,微信,30-60分钟,下午(14-18点),2,1,2,1,3,1,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,1,3,3,3,1,2,很少感觉,不满意
Q1111,男,18-22岁,博士,学生,10000-20000元,三线城市,微博,3-4小时,下午(14-18点),3,3,3,3,4,5,3,3,3,3,3,3,2,2,2,1,1,3,3,4,3,2,3,3,3,2,2,4,5,3,总是感觉,不满意
Q1112,女,18-22岁,博士,企业职员,无收入,四线及以下城市,B站,30-60分钟,傍晚(18-20点),2,3,2,2,2,3,3,2,4,2,3,3,3,3,3,2,2,3,3,4,3,3,3,4,2,3,3,3,3,3,从不感觉,一般
Q1113,男,23-27岁,博士,政府/事业单位,3000-6000元,一线城市,知乎,30分钟以内,深夜(23点以后),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,4,2,3,2,1,2,1,2,1,偶尔感觉,非常不满意
Q1114,男,38-42岁,硕士,学生,6000-10000元,新一线城市,小红书,30-60分钟,深夜(23点以后),3,2,2,1,2,3,4,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,5,1,3,5,4,4,4,1,偶尔感觉,一般
Q1115,女,28-32岁,硕士,其他,10000-20000元,一线城市,微信,1-2小时,早晨(6-9点),1,3,3,4,4,3,5,3,3,2,4,3,4,3,2,4,3,3,3,2,3,4,2,3,2,4,4,3,4,3,很少感觉,满意
Q1116,男,28-32岁,硕士,企业职员,10000-20000元,二线城市,微信视频号,2-3小时,中午(12-14点),5,5,3,4,5,4,3,3,4,3,3,3,3,5,5,5,3,5,4,2,2,3,3,3,3,2,4,3,3,4,很少感觉,非常满意
Q1117,男,18-22岁,本科,企业职员,20000元以上,四线及以下城市,B站,30-60分钟,傍晚(18-20点),2,3,2,3,3,2,3,4,4,4,3,2,3,3,3,3,3,2,3,5,4,3,3,3,2,2,2,2,2,2,经常感觉,一般
Q1118,男,48岁以上,硕士,学生,6000-10000元,新一线城市,快手,30-60分钟,中午(12-14点),1,4,1,2,3,3,2,1,2,1,2,3,2,2,2,2,2,2,4,3,3,5,3,3,2,2,3,3,2,3,偶尔感觉,不满意
Q1119,女,23-27岁,硕士,企业职员,6000-10000元,二线城市,抖音,2-3小时,中午(12-14点),3,4,3,4,2,3,3,4,4,5,3,4,2,3,3,1,3,2,2,3,3,3,3,4,3,3,1,3,4,3,总是感觉,不满意
Q1120,女,33-37岁,本科,企业职员,无收入,新一线城市,B站,4小时以上,早晨(6-9点),4,4,5,4,4,5,3,4,2,1,3,1,2,2,3,5,2,2,5,3,3,2,2,3,3,2,5,2,3,3,总是感觉,一般
Q1121,男,18-22岁,本科,企业职员,6000-10000元,新一线城市,B站,3-4小时,下午(14-18点),4,4,4,4,3,2,4,2,2,4,3,3,4,3,4,3,3,4,2,4,3,3,4,5,4,2,3,3,3,2,偶尔感觉,满意
Q1122,男,43-47岁,本科,学生,10000-20000元,新一线城市,快手,2-3小时,晚上(20-23点),4,3,2,3,3,3,5,5,5,4,5,4,4,3,4,4,4,3,2,2,1,3,3,1,5,4,4,4,5,3,从不感觉,非常满意
Q1123,男,23-27岁,硕士,政府/事业单位,3000-6000元,二线城市,B站,1-2小时,晚上(20-23点),3,3,2,2,4,4,4,5,3,2,1,3,3,4,3,2,3,3,3,3,5,3,3,3,3,5,5,4,5,2,偶尔感觉,满意
Q1124,男,23-27岁,本科,其他,6000-10000元,一线城市,微博,1-2小时,晚上(20-23点),3,3,3,3,3,2,2,3,3,3,3,2,3,3,5,4,3,3,4,3,3,3,2,3,3,4,2,3,3,4,很少感觉,满意
Q1125,男,48岁以上,本科,学生,无收入,二线城市,B站,1-2小时,晚上(20-23点),4,3,3,3,2,3,5,3,3,3,4,4,1,4,4,3,3,2,3,2,3,3,3,2,5,1,1,3,3,3,很少感觉,满意
Q1126,女,23-27岁,本科,企业职员,3000-6000元,三线城市,微博,4小时以上,中午(12-14点),4,5,5,5,5,3,4,3,4,3,3,4,3,1,2,4,3,1,3,5,3,2,3,3,3,3,3,3,2,1,总是感觉,一般
Q1127,男,43-47岁,本科,教师/科研,6000-10000元,一线城市,知乎,3-4小时,深夜(23点以后),4,4,2,2,2,2,5,3,3,3,4,4,4,3,3,4,3,5,5,5,4,5,4,5,5,3,4,4,4,2,从不感觉,满意
Q1128,男,28-32岁,本科,个体经营者,10000-20000元,三线城市,微博,1-2小时,中午(12-14点),1,3,3,3,3,3,4,3,5,3,4,5,3,2,4,2,3,3,3,2,3,2,3,2,4,3,3,3,4,3,偶尔感觉,满意
Q1129,男,48岁以上,本科,政府/事业单位,20000元以上,一线城市,微信,30-60分钟,上午(9-12点),2,2,3,4,3,1,4,2,3,1,2,3,3,2,2,2,1,3,3,4,3,1,4,3,3,1,2,2,2,3,经常感觉,一般
Q1130,男,28-32岁,大专,政府/事业单位,无收入,二线城市,抖音,30-60分钟,下午(14-18点),3,3,2,3,3,2,2,4,3,2,2,3,3,2,4,1,3,5,3,1,3,2,3,4,3,3,2,2,1,2,从不感觉,一般
Q1131,女,23-27岁,本科,自由职业者,无收入,一线城市,抖音,2-3小时,晚上(20-23点),1,4,3,3,5,2,2,2,2,2,3,4,2,3,3,2,3,3,2,3,2,5,2,3,3,3,2,4,3,2,偶尔感觉,一般
Q1132,男,43-47岁,本科,学生,6000-10000元,一线城市,B站,3-4小时,早晨(6-9点),3,2,3,3,4,4,2,4,1,3,3,2,2,1,2,2,2,2,3,2,1,3,1,3,2,4,3,2,3,3,总是感觉,不满意
Q1133,女,18-22岁,大专,政府/事业单位,10000-20000元,新一线城市,B站,2-3小时,晚上(20-23点),5,4,3,3,3,3,5,3,4,4,2,2,2,3,3,3,1,3,2,4,5,4,3,3,1,2,1,2,2,2,经常感觉,非常不满意
Q1134,女,28-32岁,硕士,企业职员,6000-10000元,一线城市,B站,1-2小时,晚上(20-23点),5,3,3,3,4,1,1,2,2,2,2,2,2,2,3,2,2,4,5,5,3,3,3,5,3,3,4,4,3,5,偶尔感觉,一般
Q1135,男,18-22岁,大专,学生,3000-6000元,新一线城市,小红书,1-2小时,傍晚(18-20点),3,2,3,4,3,4,3,3,3,3,4,5,3,2,4,3,3,3,1,1,1,1,1,1,4,3,2,4,4,3,经常感觉,一般
Q1136,男,23-27岁,硕士,其他,20000元以上,三线城市,B站,3-4小时,下午(14-18点),2,4,3,3,4,3,4,3,4,2,2,1,3,4,4,5,4,4,1,4,3,2,3,2,3,4,5,5,3,3,总是感觉,满意
